Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Raymond Burgos,25,697,Maj-NL,San Francisco,1,0,,,,1.0,3,1,1,1,1,0,0,9.0,6,0,0,0,0,0,0,0,0,7,25,0.56,0.04,0.04,0.8,0.0,0.0,4.0,0.6,9.0,1.0,670103
Brock Burke,27,601,Maj-AL,"Los Angeles,Texas",34,1,2.0,1.0,,34.0,37,22,22,16,41,4,2,5.82,135,12,1,2,5,1,2,0,0,154,575,0.67,0.15,0.14,0.46,0.24,0.09,1.559,0.363,10.9,2.56,656271
Sean Burke,24,601,Maj-AL,Chicago,4,3,2.0,,,19.0,12,4,3,7,22,2,0,1.42,69,5,0,0,0,0,2,0,1,76,309,0.63,0.13,0.13,0.34,0.26,0.15,1.0,0.222,10.4,3.14,680732
Corbin Burnes,29,598,Maj-AL,Baltimore,33,33,15.0,10.0,,202.1,170,77,64,49,184,22,2,2.85,757,21,1,0,12,3,42,7,5,811,3081,0.65,0.16,0.13,0.48,0.2,0.09,1.082,0.267,8.2,3.76,669203
Ryan Burr,30,600,Maj-AL,Toronto,33,4,,2.0,,31.1,29,16,15,11,44,4,1,4.31,123,10,0,0,1,0,2,0,1,135,550,0.66,0.16,0.15,0.33,0.3,0.04,1.277,0.333,12.6,4.0,621114
Mike Burrows,24,601,Maj-NL,Pittsburgh,1,0,1.0,,,3.1,2,2,1,3,2,1,0,2.7,11,0,0,0,0,0,0,0,0,14,68,0.6,0.12,0.06,0.44,0.11,0.11,1.5,0.125,5.4,0.67,681347
Alan Busenitz,33,608,Maj-NL,Cincinnati,3,0,,,,4.0,9,7,6,0,3,1,0,13.5,21,1,0,0,1,0,0,0,0,21,75,0.63,0.12,0.16,0.39,0.22,0.0,2.25,0.471,6.8,,641427
Ky Bush,24,636,Maj-AL,Chicago,4,4,,3.0,,17.2,20,11,11,16,11,2,1,5.6,69,5,0,1,2,1,2,1,1,87,328,0.58,0.17,0.09,0.37,0.22,0.1,2.038,0.316,5.6,0.69,681066
José Buttó,26,579,Maj-NL,New York,36,7,7.0,3.0,3.0,81.0,47,27,26,41,87,8,6,2.89,274,11,0,0,9,4,3,3,0,326,1356,0.58,0.14,0.13,0.4,0.23,0.09,1.086,0.213,9.7,2.12,676130
Edward Cabrera,26,604,Maj-NL,Miami,20,20,4.0,8.0,,96.1,82,60,53,50,107,15,5,4.95,361,12,1,0,5,2,20,5,1,418,1736,0.61,0.16,0.12,0.48,0.25,0.06,1.37,0.278,10.0,2.14,665795
Génesis Cabrera,27,601,Maj-AL,Toronto,68,0,3.0,3.0,2.0,61.2,63,31,25,29,49,10,2,3.65,232,11,0,4,8,4,14,2,1,268,1016,0.63,0.14,0.12,0.44,0.23,0.08,1.492,0.299,7.2,1.69,650893
Oswaldo Cabrera,25,713,Maj-AL,New York,1,0,,,,0.1,0,0,0,2,0,0,0,0.0,1,0,0,0,0,0,0,0,0,3,12,0.25,0.17,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,665828
Isaiah Campbell,26,697,Maj-AL,Boston,8,0,,1.0,,6.2,14,13,12,2,6,3,0,16.2,35,3,0,0,0,0,0,0,0,37,119,0.64,0.13,0.1,0.52,0.24,0.0,2.4,0.423,8.1,3.0,663462
Griffin Canning,28,601,Maj-AL,Los Angeles,32,31,6.0,13.0,,171.2,174,105,99,66,130,31,6,5.19,656,28,3,1,17,9,6,3,3,739,2871,0.63,0.14,0.11,0.41,0.23,0.06,1.398,0.284,6.8,1.97,656288
Jonathan Cannon,23,600,Maj-AL,Chicago,23,21,5.0,10.0,1.0,124.1,125,65,62,40,91,18,4,4.49,475,24,3,0,13,2,10,7,1,522,2028,0.63,0.16,0.09,0.38,0.28,0.08,1.327,0.291,6.6,2.28,686563
Yennier Cano,30,597,Maj-AL,Baltimore,71,0,4.0,3.0,5.0,61.1,56,24,21,25,66,6,1,3.08,228,9,1,1,7,1,7,4,0,255,1028,0.63,0.15,0.12,0.64,0.17,0.02,1.321,0.318,9.7,2.64,666974
Joey Cantillo,24,581,Maj-AL,Cleveland,12,8,2.0,4.0,,41.0,35,23,22,19,47,6,0,4.83,153,11,0,0,4,1,1,0,0,173,759,0.6,0.18,0.12,0.48,0.21,0.07,1.317,0.287,10.3,2.47,676282
Matt Carasiti,32,714,Maj-NL,Colorado,7,0,,1.0,,8.2,16,10,10,3,7,2,1,10.38,39,3,0,0,3,0,0,0,0,43,170,0.67,0.18,0.08,0.5,0.31,0.0,2.192,0.467,7.3,2.33,571539
Carlos Carrasco,37,653,Maj-AL,Cleveland,21,21,3.0,10.0,,103.2,112,68,65,33,89,19,5,5.64,406,26,5,0,10,2,7,4,3,447,1693,0.65,0.16,0.1,0.46,0.23,0.06,1.399,0.31,7.7,2.7,471911
Ben Casparius,25,570,Maj-NL,Los Angeles,7,1,3.0,,,14.2,12,4,3,9,17,0,0,1.84,55,3,0,0,1,0,3,0,0,64,269,0.64,0.17,0.12,0.32,0.26,0.08,1.432,0.316,10.4,1.89,676508
Humberto Castellanos,26,669,Maj-NL,Arizona,7,0,,,1.0,10.1,11,6,6,4,7,0,2,5.23,41,3,0,0,0,1,1,0,0,48,186,0.63,0.15,0.06,0.26,0.49,0.09,1.452,0.314,6.1,1.75,528748
Diego Castillo,30,601,Maj-AL,Minnesota,7,0,,,,10.0,8,3,3,8,6,0,0,2.7,34,0,1,0,2,1,1,0,0,43,177,0.58,0.15,0.07,0.52,0.1,0.1,1.6,0.276,5.4,0.75,650895
Luis Castillo,31,621,Maj-AL,Seattle,30,30,11.0,12.0,,175.1,158,73,71,47,175,25,5,3.64,663,36,2,2,13,2,13,7,0,719,2856,0.66,0.15,0.12,0.41,0.22,0.1,1.169,0.286,9.0,3.72,622491
Miguel Castro,29,662,Maj-NL,Arizona,11,0,,,,13.2,20,9,9,3,8,3,1,5.93,59,5,1,0,0,0,0,0,0,64,232,0.64,0.17,0.08,0.48,0.27,0.06,1.683,0.354,5.3,2.67,612434
Willi Castro,27,734,Maj-AL,Minnesota,2,0,,,,1.1,0,0,0,0,0,0,0,0.0,4,0,0,0,0,0,0,0,0,4,15,0.6,0.07,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,650489
Dylan Cease,28,590,Maj-NL,San Diego,35,35,14.0,12.0,,194.1,147,88,81,68,230,20,2,3.75,709,34,1,0,11,6,7,3,0,790,3308,0.63,0.14,0.15,0.4,0.23,0.07,1.106,0.273,10.7,3.38,656302
Slade Cecconi,25,618,Maj-NL,Arizona,20,13,2.0,7.0,,77.0,92,57,57,17,64,16,4,6.66,313,23,1,1,1,3,6,5,1,338,1294,0.66,0.17,0.09,0.34,0.24,0.07,1.416,0.322,7.5,3.76,677944
Andrew Chafin,34,602,Maj-AL,"Detroit,Texas",62,0,4.0,3.0,1.0,56.1,52,26,22,31,70,5,1,3.51,211,5,0,4,6,3,6,1,0,246,967,0.59,0.13,0.16,0.37,0.3,0.06,1.473,0.338,11.2,2.26,605177
Aroldis Chapman,36,601,Maj-NL,Pittsburgh,68,0,5.0,5.0,14.0,61.2,44,31,26,39,98,5,2,3.79,222,9,1,0,3,2,11,3,5,265,1130,0.63,0.19,0.13,0.44,0.2,0.06,1.346,0.322,14.3,2.51,547973
JT Chargois,33,601,"Maj-AL,Maj-NL","Miami,Seattle",36,0,3.0,1.0,,36.1,24,9,9,13,30,6,2,2.23,131,3,0,1,1,0,3,0,0,146,529,0.64,0.17,0.1,0.39,0.27,0.07,1.018,0.189,7.4,2.31,608638
Jesse Chavez,40,598,Maj-NL,Atlanta,47,0,2.0,2.0,,65.1,60,27,22,19,56,10,1,3.03,247,11,1,1,6,2,8,0,0,270,1072,0.64,0.21,0.07,0.42,0.26,0.03,1.209,0.273,7.7,2.95,445926
Yonny Chirinos,30,669,Maj-NL,Miami,6,6,,2.0,,30.0,43,21,21,13,25,7,3,6.3,127,9,1,0,1,1,7,1,0,144,515,0.66,0.19,0.09,0.37,0.21,0.12,1.867,0.375,7.5,1.92,630023
Angel Chivilli,21,601,Maj-NL,Colorado,30,0,2.0,3.0,1.0,31.2,31,17,16,10,28,7,1,4.55,122,2,2,0,5,0,1,0,0,133,513,0.65,0.12,0.19,0.49,0.22,0.05,1.295,0.276,8.0,2.8,683409
Marc Church,23,601,Maj-AL,Texas,1,0,,,,1.0,1,0,0,0,1,0,0,0.0,4,1,0,0,0,0,0,0,0,4,15,0.8,0.33,0.13,0.33,0.67,0.0,1.0,0.333,9.0,,687847
Adam Cimber,33,707,Maj-AL,Los Angeles,28,0,3.0,,,24.1,20,19,19,14,19,1,6,7.03,85,3,0,2,4,1,2,2,1,107,416,0.61,0.18,0.06,0.44,0.29,0.04,1.397,0.288,7.0,1.36,643256
José Cisnero,35,643,Maj-AL,Los Angeles,15,0,,,,15.2,18,15,12,8,17,4,2,6.89,62,2,0,0,2,1,1,0,0,74,313,0.61,0.15,0.1,0.43,0.26,0.09,1.66,0.333,9.8,2.13,542585
Aaron Civale,29,598,"Maj-AL,Maj-NL","Milwaukee,Tampa Bay",32,31,8.0,9.0,,164.0,158,82,78,53,151,29,6,4.28,636,31,0,0,12,2,4,2,1,699,2734,0.64,0.19,0.09,0.36,0.27,0.08,1.287,0.282,8.3,2.85,650644
Emmanuel Clase,26,580,Maj-AL,Cleveland,81,0,4.0,4.0,49.0,82.1,51,18,13,11,74,5,2,1.42,290,7,0,2,6,3,4,0,0,308,1107,0.72,0.15,0.14,0.57,0.24,0.03,0.753,0.215,8.1,6.73,661403
Garrett Cleavinger,30,603,Maj-AL,Tampa Bay,68,0,7.0,5.0,6.0,60.0,52,29,25,31,71,6,7,3.75,225,3,2,0,3,3,14,1,0,266,1058,0.64,0.16,0.13,0.41,0.24,0.06,1.383,0.305,10.7,2.29,664076
Kody Clemens,28,616,Maj-NL,Philadelphia,1,0,,,,1.0,2,1,1,1,0,1,0,9.0,5,0,0,0,0,0,0,0,0,6,16,0.56,0.19,0.0,0.0,0.6,0.0,3.0,0.25,0.0,0.0,665019
Ernie Clement,28,666,Maj-AL,Toronto,1,0,,,,1.0,2,1,1,0,0,0,0,9.0,5,1,0,0,0,0,0,0,0,5,16,0.69,0.13,0.0,0.4,0.4,0.0,2.0,0.4,0.0,,676391
Mike Clevinger,33,729,Maj-AL,Chicago,4,4,,3.0,,16.0,22,13,12,9,15,4,0,6.75,69,5,1,1,1,0,5,0,1,78,303,0.63,0.16,0.12,0.35,0.24,0.04,1.938,0.36,8.4,1.67,605182
Alex Cobb,36,585,Maj-AL,Cleveland,5,5,2.0,3.0,,22.0,22,12,10,7,15,2,0,4.09,82,2,1,1,4,2,1,0,0,91,348,0.61,0.21,0.05,0.54,0.25,0.0,1.318,0.299,6.1,2.14,502171
Gerrit Cole,33,569,Maj-AL,New York,22,22,9.0,5.0,,124.0,105,51,43,39,121,12,6,3.12,466,17,3,1,8,3,16,2,0,514,1986,0.66,0.16,0.1,0.35,0.25,0.11,1.161,0.277,8.8,3.1,543037
Dylan Coleman,27,779,Maj-AL,Houston,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,3,0,0,0,0,0,0,0,0,4,16,0.56,0.25,0.06,0.5,0.0,0.0,1.0,0.0,9.0,1.0,669395
Luis Contreras,28,686,Maj-AL,Houston,5,0,,,,6.0,7,6,6,2,6,0,0,9.0,24,2,0,0,1,0,0,0,0,26,105,0.61,0.16,0.09,0.33,0.28,0.11,1.5,0.389,9.0,3.0,664351
Roansy Contreras,24,600,"Maj-AL,Maj-NL","Los Angeles,Pittsburgh",49,3,2.0,4.0,2.0,68.1,63,36,33,31,56,11,4,4.35,259,14,0,6,2,3,10,1,1,298,1076,0.64,0.17,0.09,0.45,0.2,0.05,1.376,0.267,7.4,1.81,672710
Patrick Corbin,34,603,Maj-NL,Washington,32,32,6.0,13.0,,174.2,208,114,109,54,139,25,3,5.62,697,42,7,1,16,8,24,9,3,764,2888,0.63,0.15,0.1,0.47,0.28,0.04,1.5,0.338,7.2,2.57,571578
Nestor Cortes,29,571,Maj-AL,New York,33,30,9.0,10.0,,176.1,163,76,75,40,163,25,4,3.83,668,44,0,1,11,4,8,5,5,718,2865,0.65,0.15,0.11,0.32,0.24,0.12,1.151,0.285,8.3,4.08,641482
Tom Cosgrove,28,695,Maj-NL,San Diego,18,0,,1.0,,14.2,23,19,19,6,15,3,4,11.66,65,2,0,0,1,0,0,0,0,76,323,0.63,0.19,0.07,0.38,0.26,0.08,1.977,0.426,9.2,2.5,676680
Danny Coulombe,34,597,Maj-AL,Baltimore,34,0,1.0,,1.0,30.1,16,7,7,5,33,3,0,2.08,105,3,0,0,2,0,0,0,0,110,477,0.64,0.19,0.1,0.47,0.19,0.07,0.692,0.188,9.8,6.6,543056
Jake Cousins,29,571,Maj-AL,New York,43,0,2.0,2.0,1.0,43.0,26,19,15,24,60,5,6,3.14,151,2,1,1,3,0,7,1,2,181,760,0.62,0.2,0.15,0.42,0.25,0.1,1.163,0.244,12.6,2.5,664776
Brandon Crawford,37,664,Maj-NL,St. Louis,1,0,,,,1.1,3,4,4,2,0,0,1,27.0,7,0,0,0,0,0,0,0,0,10,35,0.4,0.11,0.0,0.43,0.29,0.14,3.75,0.429,0.0,0.0,543063
Kutter Crawford,28,601,Maj-AL,Boston,33,33,9.0,16.0,,183.2,155,97,89,51,175,34,9,4.36,695,30,2,0,9,3,7,3,1,759,2822,0.68,0.16,0.12,0.34,0.22,0.12,1.122,0.247,8.6,3.43,676710
Nabil Crismatt,29,738,Maj-NL,Los Angeles,5,0,1.0,1.0,,7.0,7,3,2,0,6,1,0,2.57,26,1,0,0,2,0,1,0,0,26,93,0.71,0.16,0.11,0.45,0.25,0.0,1.0,0.316,7.7,,622503
Cooper Criswell,27,609,Maj-AL,Boston,26,18,6.0,5.0,,99.1,103,52,45,31,73,10,7,4.08,377,22,2,0,15,8,2,1,0,424,1756,0.63,0.19,0.07,0.5,0.22,0.05,1.349,0.308,6.6,2.35,681867
Jeff Criswell,25,601,Maj-NL,Colorado,13,0,1.0,,,19.2,20,6,6,9,27,4,1,2.75,76,4,0,0,1,1,5,1,0,87,354,0.61,0.14,0.17,0.42,0.32,0.02,1.475,0.348,12.4,3.0,676105
Garrett Crochet,25,602,Maj-AL,Chicago,31,31,6.0,12.0,,146.0,123,61,58,33,209,18,5,3.58,555,25,2,0,8,2,17,1,1,595,2391,0.68,0.15,0.16,0.45,0.24,0.05,1.068,0.318,12.9,6.33,676979
Declan Cronin,26,604,Maj-NL,Miami,56,0,3.0,4.0,,70.1,75,41,34,25,72,1,5,4.35,274,16,1,3,11,1,8,2,0,306,1095,0.64,0.17,0.12,0.58,0.21,0.02,1.422,0.366,9.2,2.88,686539
Hans Crouse,25,621,Maj-AL,Los Angeles,25,0,4.0,3.0,,25.1,14,10,8,17,34,2,2,2.84,87,4,0,1,2,0,4,1,0,107,437,0.61,0.16,0.15,0.26,0.2,0.11,1.224,0.235,12.1,2.0,668968
Fernando Cruz,34,600,Maj-NL,Cincinnati,69,3,3.0,8.0,,66.2,54,36,36,35,109,9,1,4.86,250,14,1,2,3,1,11,1,0,288,1142,0.62,0.15,0.17,0.36,0.3,0.08,1.335,0.338,14.7,3.11,518585
Steven Cruz,25,608,Maj-AL,Kansas City,5,0,,,,5.2,1,0,0,0,4,0,0,0.0,18,0,0,0,0,0,0,0,0,18,82,0.68,0.15,0.12,0.43,0.14,0.07,0.176,0.071,6.4,,674444
Jose Cuas,30,661,"Maj-AL,Maj-NL","Chicago,Toronto",13,0,,,,16.1,19,15,14,10,17,4,5,7.71,67,1,1,1,1,1,0,0,0,83,319,0.6,0.15,0.1,0.33,0.24,0.08,1.776,0.319,9.4,1.7,621016
Johnny Cueto,38,633,Maj-AL,Los Angeles,2,2,,2.0,,11.1,14,9,9,3,6,4,0,7.15,47,4,1,1,1,0,0,0,0,50,167,0.65,0.18,0.07,0.41,0.15,0.05,1.5,0.27,4.8,2.0,456501
Xzavion Curry,25,601,"Maj-AL,Maj-NL","Cleveland,Miami",16,5,2.0,2.0,,42.2,38,23,22,7,28,8,0,4.64,164,14,1,1,2,1,2,0,0,172,639,0.67,0.16,0.08,0.23,0.23,0.1,1.055,0.233,5.9,4.0,675540
John Curtiss,31,659,Maj-NL,Colorado,3,0,,,,2.1,6,4,4,0,1,2,0,15.43,12,2,0,0,0,0,0,0,0,12,38,0.76,0.11,0.16,0.09,0.36,0.09,2.571,0.444,3.9,,595928
Caden Dana,20,614,Maj-AL,Los Angeles,3,3,1.0,2.0,,10.1,14,12,11,7,8,5,1,9.58,43,3,0,0,1,1,1,0,0,52,206,0.59,0.14,0.11,0.56,0.08,0.03,2.032,0.29,7.0,1.14,702674
Davis Daniel,27,648,Maj-AL,Los Angeles,6,6,1.0,4.0,,30.0,39,22,21,6,28,5,1,6.3,127,11,0,0,2,0,2,1,0,134,508,0.68,0.19,0.09,0.36,0.26,0.08,1.5,0.362,8.4,4.67,669721
Yu Darvish,37,588,Maj-NL,San Diego,18,18,8.0,4.0,,95.1,71,35,33,25,85,14,3,3.12,344,13,1,0,4,5,15,2,2,379,1420,0.67,0.15,0.12,0.4,0.21,0.09,1.007,0.228,8.0,3.4,506433
Tucker Davidson,28,601,Maj-AL,Baltimore,1,0,1.0,,,4.2,4,0,0,2,1,0,0,0.0,17,0,0,0,0,0,0,0,0,19,67,0.66,0.15,0.06,0.56,0.13,0.0,1.286,0.25,1.9,0.5,656353
Austin Davis,31,665,Maj-NL,San Diego,7,0,,,,7.0,6,8,7,5,6,0,2,9.0,25,2,0,0,2,0,0,0,0,33,142,0.57,0.18,0.06,0.5,0.2,0.15,1.571,0.316,7.7,1.2,656354
Noah Davis,27,631,Maj-NL,Colorado,9,0,,,,20.1,31,15,13,7,15,3,0,5.75,88,6,0,0,2,0,0,2,1,96,362,0.64,0.14,0.07,0.43,0.22,0.07,1.869,0.4,6.6,2.14,663562
Brett de Geus,26,600,"Maj-AL,Maj-NL","Miami,Seattle,Toronto",13,0,,2.0,,11.1,14,10,9,4,7,0,3,7.15,44,4,1,0,2,0,1,1,3,52,194,0.64,0.19,0.08,0.53,0.32,0.03,1.588,0.378,5.6,1.75,676969
Enyel De Los Santos,28,600,"Maj-AL,Maj-NL","Chicago,New York,San Diego",64,0,1.0,2.0,2.0,64.0,65,38,37,25,66,17,5,5.2,248,17,1,1,7,0,3,0,1,278,1128,0.67,0.14,0.14,0.36,0.22,0.11,1.406,0.291,9.3,2.64,660853
Jacob deGrom,36,602,Maj-AL,Texas,3,3,,,,10.2,11,2,2,1,14,1,1,1.69,42,3,0,0,1,0,3,0,0,44,172,0.68,0.19,0.14,0.39,0.18,0.18,1.125,0.37,11.8,14.0,594798
Reid Detmers,24,602,Maj-AL,Los Angeles,17,17,4.0,9.0,,87.1,98,67,65,38,109,18,2,6.7,348,20,3,0,8,3,14,3,2,391,1559,0.65,0.17,0.13,0.4,0.2,0.07,1.557,0.357,11.2,2.87,672282
Chris Devenski,33,697,Maj-AL,Tampa Bay,19,0,2.0,1.0,,26.2,28,25,20,14,24,9,0,6.75,108,6,1,0,2,0,6,0,0,122,533,0.62,0.17,0.11,0.25,0.19,0.17,1.575,0.253,8.1,1.71,606965
Alexis Díaz,27,601,Maj-NL,Cincinnati,60,0,2.0,5.0,28.0,56.1,42,31,25,31,55,6,6,3.99,204,9,0,1,4,1,7,3,2,242,980,0.61,0.15,0.11,0.33,0.23,0.17,1.296,0.25,8.8,1.77,664747
Edwin Díaz,30,579,Maj-NL,New York,60,0,7.0,4.0,22.0,62.1,40,26,24,27,97,7,3,3.47,222,4,2,0,2,1,28,1,0,253,1073,0.63,0.15,0.17,0.41,0.2,0.13,1.075,0.277,14.0,3.59,621242
Jhonathan Díaz,27,612,Maj-AL,Seattle,5,1,,1.0,,9.2,14,6,5,3,8,2,0,4.66,44,3,1,0,0,0,1,0,0,47,166,0.66,0.19,0.06,0.44,0.19,0.03,1.759,0.353,7.4,2.67,646242
Miguel Díaz,29,777,Maj-AL,Houston,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0,0,0,3,10,0.7,0.0,0.1,0.33,0.0,0.0,0.0,0.0,0.0,,622766
Yilber Díaz,23,605,Maj-NL,Arizona,7,4,1.0,1.0,,28.1,27,13,12,12,19,3,0,3.81,105,5,2,0,3,2,2,0,1,119,469,0.62,0.18,0.08,0.36,0.31,0.07,1.376,0.282,6.0,1.58,700270
Jake Diekman,37,663,Maj-NL,New York,43,0,2.0,3.0,4.0,32.0,23,24,20,24,40,7,4,5.63,114,5,1,0,1,2,5,2,2,145,627,0.6,0.18,0.11,0.45,0.25,0.06,1.469,0.232,11.3,1.67,518617
Randy Dobnak,29,600,Maj-AL,Minnesota,5,0,,,,9.2,11,6,6,5,7,1,0,5.59,40,2,1,1,1,0,0,0,0,45,183,0.61,0.17,0.07,0.52,0.24,0.03,1.655,0.313,6.5,1.4,677976
Dylan Dodd,26,653,Maj-NL,Atlanta,1,0,,,,2.0,4,2,2,1,2,0,0,9.0,8,1,0,0,1,0,0,1,0,9,34,0.65,0.21,0.06,0.5,0.33,0.0,2.5,0.667,9.0,2.0,689266
Seranthony Domínguez,29,597,"Maj-AL,Maj-NL","Baltimore,Philadelphia",65,0,3.0,4.0,11.0,60.1,52,32,29,21,70,12,2,4.33,236,8,1,0,1,1,13,0,0,260,1084,0.62,0.15,0.12,0.35,0.22,0.12,1.21,0.258,10.4,3.33,622554
Camilo Doval,26,601,Maj-NL,San Francisco,62,0,5.0,3.0,23.0,59.0,54,35,32,39,78,5,2,4.88,224,15,2,2,5,4,12,0,1,271,1117,0.61,0.17,0.14,0.61,0.19,0.01,1.576,0.338,11.9,2.0,666808
Daniel Duarte,27,779,Maj-AL,Minnesota,2,0,1.0,,,4.0,2,1,1,1,3,1,0,2.25,14,1,0,0,0,0,0,0,0,15,56,0.68,0.13,0.13,0.55,0.18,0.0,0.75,0.1,6.8,3.0,650960
Shawn Dubin,28,601,Maj-AL,Houston,31,2,1.0,1.0,2.0,45.1,45,25,21,26,49,3,2,4.17,176,12,0,0,4,3,2,0,0,207,843,0.61,0.18,0.1,0.46,0.22,0.05,1.566,0.331,9.7,1.88,681869
Tyler Duffey,33,732,Maj-AL,Kansas City,9,0,1.0,,,9.0,7,5,5,8,10,0,1,5.0,32,3,0,0,0,1,0,0,0,42,189,0.57,0.2,0.08,0.3,0.3,0.09,1.667,0.304,10.0,1.25,608648
Dane Dunning,29,601,Maj-AL,Texas,26,15,5.0,7.0,,95.0,97,60,56,40,91,18,6,5.31,373,19,1,1,6,2,9,2,0,421,1689,0.63,0.17,0.1,0.45,0.21,0.05,1.442,0.297,8.6,2.28,641540
Parker Dunshee,29,652,Maj-NL,Atlanta,1,0,,,,2.1,4,5,5,2,3,2,1,19.29,11,1,0,0,0,0,0,0,0,14,51,0.57,0.18,0.14,0.38,0.13,0.13,2.571,0.333,11.6,1.5,670161
Jhoan Duran,26,603,Maj-AL,Minnesota,58,0,6.0,9.0,23.0,54.1,48,30,22,15,66,4,6,3.64,204,12,1,2,3,1,6,3,0,228,881,0.65,0.16,0.15,0.62,0.2,0.05,1.16,0.326,10.9,4.4,661395
Jake Eder,25,612,Maj-AL,Chicago,1,0,,,,2.0,2,1,1,1,1,0,1,4.5,7,0,0,0,1,0,1,0,0,9,45,0.58,0.13,0.13,0.83,0.0,0.0,1.5,0.333,4.5,1.0,671109
Carl Edwards Jr.,32,652,Maj-NL,San Diego,1,0,,,,0.0,1,0,0,2,0,0,0,,1,0,0,0,0,0,0,0,0,3,12,0.33,0.0,0.08,1.0,0.0,0.0,,1.0,,0.0,605218
Scott Effross,30,602,Maj-AL,New York,3,0,,,,3.1,3,2,2,2,2,1,0,5.4,12,0,0,0,1,0,0,0,0,14,55,0.62,0.13,0.07,0.6,0.3,0.0,1.5,0.222,5.4,1.0,664123
Zach Eflin,30,597,Maj-AL,"Baltimore,Tampa Bay",29,29,10.0,9.0,,169.1,170,72,67,25,137,22,4,3.56,669,29,2,0,6,3,5,4,0,702,2522,0.68,0.18,0.09,0.44,0.22,0.08,1.152,0.288,7.3,5.48,621107
Brandon Eisert,26,600,Maj-AL,Toronto,3,0,,,,6.2,5,3,3,4,2,0,0,4.05,22,1,0,0,2,0,0,1,0,26,110,0.59,0.14,0.06,0.55,0.25,0.05,1.35,0.25,2.7,0.5,685126
Bryce Elder,25,654,Maj-NL,Atlanta,10,10,2.0,5.0,,49.2,64,37,36,17,46,8,2,6.52,206,9,2,0,3,1,9,1,0,226,864,0.62,0.18,0.11,0.5,0.23,0.04,1.631,0.366,8.3,2.71,693821
Fraser Ellard,26,600,Maj-AL,Chicago,25,0,2.0,3.0,1.0,24.0,18,12,10,12,26,3,1,3.75,85,3,0,3,1,3,0,0,0,101,432,0.6,0.18,0.1,0.45,0.24,0.05,1.25,0.254,9.8,2.17,686642
Kent Emanuel,32,628,Maj-NL,Miami,12,0,,,,17.2,20,14,13,7,12,4,3,6.62,71,3,1,0,3,1,0,0,0,82,302,0.63,0.22,0.05,0.6,0.13,0.02,1.528,0.286,6.1,1.71,592288
Mason Englert,24,632,Maj-AL,Detroit,12,1,1.0,,,21.2,23,15,13,5,16,4,1,5.4,87,9,1,1,1,0,1,1,0,93,365,0.64,0.12,0.14,0.35,0.23,0.06,1.292,0.284,6.6,3.2,669438
Nathan Eovaldi,34,600,Maj-AL,Texas,29,29,12.0,8.0,,170.2,147,74,72,42,166,23,7,3.8,642,28,2,0,10,5,13,0,1,696,2621,0.68,0.16,0.13,0.49,0.23,0.04,1.107,0.271,8.8,3.95,543135
Lucas Erceg,29,589,Maj-AL,"Kansas City,Oakland",66,0,2.0,6.0,17.0,67.2,53,28,25,19,78,4,6,3.33,252,11,1,2,4,0,0,0,0,277,1045,0.64,0.17,0.14,0.48,0.24,0.04,1.064,0.288,10.4,4.11,668674
Paolo Espino,37,660,Maj-AL,Toronto,3,1,,1.0,,8.2,14,8,8,5,3,3,1,8.31,37,3,2,0,2,1,1,0,0,44,158,0.61,0.16,0.04,0.29,0.26,0.11,2.192,0.344,3.1,0.6,502179
Joey Estes,22,601,Maj-AL,Oakland,25,24,7.0,9.0,,127.2,130,73,71,27,92,23,10,5.01,501,34,2,1,6,5,4,1,0,543,2027,0.69,0.14,0.09,0.25,0.26,0.14,1.23,0.274,6.5,3.41,683155
Carlos Estévez,31,590,"Maj-AL,Maj-NL","Los Angeles,Philadelphia",57,0,4.0,5.0,26.0,57.2,40,20,16,13,54,6,1,2.5,209,6,2,4,2,1,3,2,1,224,866,0.68,0.16,0.13,0.33,0.27,0.07,0.919,0.227,8.4,4.15,608032
Jeremiah Estrada,25,590,Maj-NL,San Diego,66,0,6.0,3.0,1.0,65.1,47,23,20,24,99,4,0,2.76,242,8,0,1,2,4,2,0,0,271,1085,0.67,0.13,0.18,0.37,0.26,0.08,1.087,0.301,13.6,4.13,669093
Alex Faedo,28,640,Maj-AL,Detroit,37,6,5.0,3.0,,57.1,49,24,23,28,55,9,3,3.61,210,9,0,0,1,3,1,4,3,246,1007,0.63,0.15,0.14,0.39,0.27,0.06,1.343,0.268,8.6,1.96,656412
Pete Fairbanks,30,642,Maj-AL,Tampa Bay,46,0,3.0,3.0,23.0,45.1,36,20,18,17,44,4,0,3.57,166,4,0,2,2,1,5,1,1,185,694,0.66,0.21,0.1,0.43,0.23,0.09,1.169,0.269,8.7,2.59,664126
